flag_very_short,MTLD_valid,guiraud,herdan_c,k2_ratio,mean_word_length,mean_syllables,academic_suffix_ratio,oov_ratio,hapax_ratio,mean_sent_length,sent_per_para,sent_length_std,len_z_in_prompt,clean_beyond_2k,prompt_grouped_Being busy,prompt_grouped_Career commitment,prompt_grouped_Cell phones at school,prompt_grouped_Cell phones in classrooms,prompt_grouped_Community service,prompt_grouped_Controlling extracurricular involvement,prompt_grouped_Creative arts requirement,prompt_grouped_Curfews for teenagers,prompt_grouped_Distance learning,prompt_grouped_Enjoyable educational activities,prompt_grouped_Extended school day,prompt_grouped_First impressions,prompt_grouped_Four-day work week,prompt_grouped_Imagination,prompt_grouped_Impact of technology,prompt_grouped_Individuality,prompt_grouped_Influences of character,prompt_grouped_Influencing behavior,prompt_grouped_Internships and shadowing,prompt_grouped_Lessons with elementary school students,prompt_grouped_Letter to employer,prompt_grouped_Lunch menus,prompt_grouped_Mandatory extracurricular activities,prompt_grouped_OTHER,prompt_grouped_Places to visit,prompt_grouped_Positive attitudes,prompt_grouped_Praising student work,prompt_grouped_Seeking multiple opinions,prompt_grouped_Self-reliance,prompt_grouped_Spending time outdoors,prompt_grouped_Success and failure,prompt_grouped_Talents and skills,prompt_grouped_Three-year high school program,prompt_grouped_Trying something beyond what you have mastered,prompt_grouped_Working with a group or alone,prompt_grouped_Year-round school
0,50.28998317,8.847811067355975,0.842169319739138,0.0667808219178082,4.465753424657534,1.4914383561643836,0.0291095890410958,0.0017123287671232,0.5305164319248826,17.727272727272727,4.714285714285714,8.087985546728037,0.7880057495070688,0.0736301369863014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,41.09129603,6.714034619322962,0.8105740846641168,0.0448430493273542,3.997757847533632,1.2713004484304933,0.0426008968609865,0.0089686098654708,0.4895104895104895,51.11111111111112,3.0,25.117993157235187,0.5074575311810683,0.047085201793722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.8460413,7.273537504266541,0.823629010592929,0.0268456375838926,4.344519015659955,1.3445190156599554,0.0223713646532438,0.0223713646532438,0.4709677419354838,27.058823529411764,2.833333333333333,10.98000699604595,0.14905483354057653,0.06935123042505591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,49.54753457,8.117243587781852,0.8282926817093108,0.1057192374350086,4.350086655112651,1.41421143847487,0.0398613518197573,0.0190641247833622,0.4793814432989691,17.323529411764707,3.4,9.079664719508376,1.3067478853003796,0.0953206239168111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,36.7087971,5.127498133918169,0.774218483948017,0.0309278350515463,4.275773195876289,1.3788659793814433,0.0103092783505154,0.0,0.3861386138613861,43.11111111111112,1.8,16.616219950160108,-0.3453586743873653,0.0902061855670103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.12256909,5.857588258499809,0.7858498380415099,0.0145833333333333,4.179166666666666,1.3708333333333331,0.00625,0.0166666666666666,0.492063492063492,53.888888888888886,1.8,29.295430056959773,0.21880653951103546,0.07708333333333339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.57502909,6.782813911004904,0.8125699607305071,0.0977777777777777,4.151111111111111,1.3888888888888888,0.0244444444444444,0.0288888888888888,0.547945205479452,32.642857142857146,4.666666666666667,21.128373417405,-0.1276242075452072,0.0244444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.27143297,6.616729998998027,0.8466497817179452,0.0391304347826087,4.152173913043479,1.308695652173913,0.0391304347826087,0.0,0.42,19.416666666666668,2.4,11.926569312067722,-0.9936613500687151,0.0739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,51.68487237,6.883927769687832,0.8469339756928328,0.0772200772200772,4.216216216216216,1.3474903474903477,0.0231660231660231,0.0038610038610038,0.5818181818181818,37.142857142857146,1.4,13.41640786499874,-1.0302100647490893,0.0694980694980695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,57.93009287,8.938193572958765,0.8469259268366099,0.0861423220973782,4.679775280898877,1.4943820224719102,0.0187265917602996,0.0056179775280898,0.5202020202020202,30.666666666666668,3.0,14.349564453320523,0.6394010461388819,0.0973782771535581,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.16073257,8.525954016513074,0.8624103890647324,0.0597826086956521,4.326086956521739,1.3967391304347827,0.0271739130434782,0.0353260869565217,0.6363636363636364,14.23076923076923,1.0,6.212223110636913,-0.3890797077674131,0.0652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,42.92871639,7.038668705275255,0.8649485327760713,0.029126213592233,4.315533980582524,1.4368932038834952,0.0145631067961165,0.0145631067961165,0.5742574257425742,12.352941176470589,17.0,7.234576721966584,-1.0106764704279068,0.0679611650485437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,52.46853397,8.22954765131908,0.834034603438271,0.0373134328358208,4.509328358208955,1.462686567164179,0.0317164179104477,0.0354477611940298,0.5492227979274611,39.285714285714285,2.0,18.05829562323993,0.43630826838438863,0.0876865671641791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,34.84857601,5.887840577542463,0.808704217508867,0.0771704180064308,4.019292604501608,1.3633440514469453,0.0321543408360128,0.0,0.4854368932038835,34.666666666666664,2.25,14.040505776827835,-0.7170136945402661,0.0482315112540192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,64.26164812,8.456618029032137,0.8793697710641829,0.0483271375464684,4.275092936802974,1.4089219330855018,0.0074349442379182,0.0408921933085501,0.5944055944055944,15.444444444444445,2.571428571428572,6.319917564706944,-0.9136705708054114,0.0780669144981413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,46.01690028,7.303263814037629,0.8653378795627339,0.079646017699115,4.274336283185841,1.407079646017699,0.0619469026548672,0.0044247787610619,0.6090909090909091,16.5,2.8,6.7702832063273055,-1.1130794142753149,0.1106194690265487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,61.59334856,6.812803073200637,0.79768648042126,0.097879282218597,4.4290375203915175,1.3507340946166395,0.0146818923327895,0.0097879282218597,0.4593023255813953,24.23076923076923,5.2,11.509772025153492,0.8577466596362819,0.066884176182708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19.45222559,4.847679857390543,0.8474351294015394,0.086021505376344,4.365591397849462,1.4193548387096775,0.086021505376344,0.0,0.5,31.33333333333333,1.5,30.43024810940588,-0.8772897513926533,0.053763440860215,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,62.68356049,9.236146744449178,0.8778689374616909,0.0670391061452514,4.41340782122905,1.5502793296089383,0.0363128491620111,0.0363128491620111,0.6514285714285715,13.807692307692308,13.0,6.215825636244315,-0.46469408238420323,0.08659217877094971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.29730048,6.763644577194691,0.8485200831677163,0.0638297872340425,4.217021276595744,1.4170212765957446,0.0638297872340425,0.0042553191489361,0.5619047619047619,30.125,2.6666666666666665,28.128888620064604,-0.9324091454520618,0.08936170212765959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,42.15959985,7.386518512636791,0.8495712461408675,0.0429042904290429,4.211221122112211,1.3465346534653466,0.0198019801980198,0.0231023102310231,0.578125,19.0625,2.6666666666666665,9.67857120056618,-0.7648754626339145,0.0627062706270627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,19.45222559,3.1245338635132938,0.7794051861194594,0.0178571428571428,4.964285714285714,1.375,0.0178571428571428,0.125,0.4782608695652174,11.8,5.0,5.706137047074843,-2.062459585728938,0.017857142857142794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,34.12397004,6.686392385821164,0.8047721039813018,0.0411764705882352,3.837254901960784,1.2549019607843137,0.0098039215686274,0.0,0.543046357615894,46.36363636363637,1.1,37.15635936582477,0.17425241650461318,0.0215686274509803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,33.42057762,6.029660646468125,0.8351227047692882,0.070754716981132,4.589622641509434,1.509433962264151,0.0943396226415094,0.0047169811320754,0.6091954022988506,23.666666666666668,9.0,15.464016375739384,0.37262307000429123,0.0518867924528302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,59.1882218,6.547900426839782,0.8472408274198435,0.0405405405405405,3.743243243243243,1.2342342342342345,0.0,0.0135135135135135,0.5306122448979592,37.333333333333336,2.0,26.057628441590765,-0.9926426427729663,0.054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,51.71428571,8.703942824344276,0.8647482618859058,0.0824468085106382,4.457446808510638,1.4095744680851063,0.0292553191489361,0.0292553191489361,0.6130952380952381,22.176470588235293,2.125,11.198121444038394,-0.5832870362996531,0.0797872340425532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.24443179,8.15210513804055,0.8447270988645322,0.0432801822323462,4.006833712984054,1.3120728929384966,0.0227790432801822,0.0022779043280182,0.6058823529411764,24.444444444444443,2.571428571428572,18.520925769464785,-0.09963736306851488,0.12528473804100232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,32.43556281,6.26409239260244,0.8191352048575877,0.0289389067524115,3.858520900321544,1.292604501607717,0.0096463022508038,0.0128617363344051,0.4909090909090909,20.933333333333334,5.0,5.446303537466694,-0.56101578471303,0.0803858520900322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,53.45316992,8.486285727832232,0.841109997348758,0.036964980544747,4.07976653696498,1.2879377431906616,0.0330739299610894,0.0019455252918287,0.5816326530612245,18.857142857142858,5.6,8.054343485324663,0.5656263370410488,0.0836575875486382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.92721656,5.881836447901423,0.8209058364422182,0.0562248995983935,4.208835341365462,1.3975903614457832,0.0120481927710843,0.0160642570281124,0.5434782608695652,17.857142857142858,14.0,8.636951937779335,-0.7775331093142028,0.1004016064257028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,63.16620854,11.82798251397606,0.8717734091181335,0.0588235294117647,4.371241830065359,1.4261437908496732,0.0248366013071895,0.0039215686274509,0.6666666666666666,16.717391304347824,5.75,7.927066822668126,1.5303097035624258,0.14640522875817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.33181445,7.426139036101203,0.8178463521225935,0.0871985157699443,4.218923933209648,1.3302411873840445,0.0111317254174397,0.0074211502782931,0.4502923976608187,42.23076923076923,2.1666666666666665,20.857265165981893,0.5142935423971635,0.0946196660482375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,42.18123827,6.548701870068787,0.8374911234332608,0.0549019607843137,3.882352941176471,1.2862745098039217,0.0078431372549019,0.0,0.580952380952381,21.83333333333333,2.4,10.03485051468486,-1.1988269765174644,0.0627450980392156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,53.45507374,8.368676087286477,0.8541453850187644,0.0527638190954773,4.178391959798995,1.3743718592964824,0.0351758793969849,0.0,0.5963855421686747,23.705882352941178,2.833333333333333,8.609562559970655,-0.29032294897782973,0.0753768844221105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,57.70620438,6.665640946707786,0.8897180665844708,0.0692307692307692,3.7384615384615385,1.2461538461538462,0.023076923076923,0.0,0.6710526315789473,26.0,2.5,7.509993342207434,-0.6967443553349382,0.0615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,43.80485274,7.694549304074643,0.8368969722469161,0.1014150943396226,4.863207547169812,1.5047169811320755,0.0566037735849056,0.0,0.559748427672956,11.54054054054054,5.285714285714286,4.824456807931822,-0.29849776832812436,0.070754716981132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,44.38300779,7.7575794639104,0.7956440439584422,0.0357142857142857,4.101190476190476,1.2886904761904765,0.0059523809523809,0.0019841269841269,0.552,22.711111111111112,6.428571428571429,7.948165406767359,2.815306229579428,0.0595238095238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,38.7610812,6.523593237041472,0.8065373552280004,0.0515695067264574,3.982062780269058,1.2668161434977578,0.0156950672645739,0.0246636771300448,0.4485294117647059,90.8,1.25,60.94062684285418,-0.1447115636234989,0.031390134529148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,43.71860968,6.428695435301851,0.8225846189609338,0.053125,3.921875,1.390625,0.028125,0.0,0.4869565217391304,15.238095238095235,3.5,6.413562726603098,-0.5633709694188501,0.053125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
